,id,master_id,year,artists,title,labels,styles,master_url,formats,rym_url,rating_value,rating_count
0,1514057,106257,,"[('Billy Preston', 'https://api.discogs.com/artists/46767')]",Will It Go Round In Circles / Blackbird,"[('1411', 'A&M Records', 'https://api.discogs.com/labels/904')]",['Soul'],https://api.discogs.com/masters/106257,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/billy-preston/will-it-go-round-in-circles-blackbird/reviews/2/,3.60,128
1,12762848,138884,,"[('Herb Alpert', 'https://api.discogs.com/artists/35022')]",Rise,"[('2151-S', 'A&M Records', 'https://api.discogs.com/labels/904')]",['Disco'],https://api.discogs.com/masters/138884,"['7""', '45 RPM', 'Single']",,,
2,5944297,67317,,"[('Procol Harum', 'https://api.discogs.com/artists/254414')]",A Salty Dog,"[('SP 4179', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Psychedelic Rock', 'Prog Rock']",https://api.discogs.com/masters/67317,"['LP', 'Album']",https://rateyourmusic.com/release/album/procol-harum/a-salty-dog-3/,3.69,1657
3,10280674,290868,,"[('Chuck Mangione', 'https://api.discogs.com/artists/92051')]",Fun And Games,"[('SP-3715', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Easy Listening', 'Jazz-Rock']",https://api.discogs.com/masters/290868,"['LP', 'Album']",https://rateyourmusic.com/release/album/chuck-mangione/fun-and-games/,2.90,52
4,12029165,67327,,"[('Procol Harum', 'https://api.discogs.com/artists/254414')]",Live - In Concert With The Edmonton Symphony Orchestra,"[('SP-4335', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Prog Rock', 'Classic Rock']",https://api.discogs.com/masters/67327,"['LP', 'Album']",https://rateyourmusic.com/release/album/procol-harum/live-in-concert-with-the-edmonton-symphony-orchestra-1/,3.87,618
5,8428141,62389,,"[('Chuck Mangione', 'https://api.discogs.com/artists/92051')]",Feels So Good,"[('SP-4658', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Smooth Jazz', 'Contemporary Jazz', 'Soul-Jazz']",https://api.discogs.com/masters/62389,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/chuck-mangione/feels-so-good/lists/2/,3.36,277
6,12857890,211348,,"[('Chuck Mangione', 'https://api.discogs.com/artists/92051')]",Tarantella,"[('SP-6513', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Smooth Jazz', 'Contemporary Jazz']",https://api.discogs.com/masters/211348,"['LP', 'Album']",https://rateyourmusic.com/release/album/chuck-mangione/tarantella/,3.65,15
7,622980,62408,,"[('Chuck Mangione', 'https://api.discogs.com/artists/92051')]",Children Of Sanchez,"[('SP-6700', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Soundtrack', 'Fusion', 'Smooth Jazz', 'Latin Jazz']",https://api.discogs.com/masters/62408,"['LP', 'Album']",https://rateyourmusic.com/release/album/chuck-mangione/children-of-sanchez/,3.61,165
8,12857859,221847,,"[('Chuck Mangione', 'https://api.discogs.com/artists/92051')]",An Evening Of Magic - Live At The Hollywood Bowl,"[('SP-6701', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Contemporary Jazz', 'Easy Listening', 'Smooth Jazz']",https://api.discogs.com/masters/221847,"['LP', 'Album']",,,
9,622823,338480,,"[('Procol Harum', 'https://api.discogs.com/artists/254414')]",A Salty Dog / Conquistador,"[('AM-1347-S', 'A&M Records', 'https://api.discogs.com/labels/904'), ('AM 1347', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Pop Rock', 'Classic Rock']",https://api.discogs.com/masters/338480,"['7""', '45 RPM']",,,
10,9520688,67319,,"[('Procol Harum', 'https://api.discogs.com/artists/254414')]",Home,"[('SP-4261', 'A&M Records', 'https://api.discogs.com/labels/904'), ('SP-4421', 'A&M Records', 'https://api.discogs.com/labels/904')]","['Psychedelic Rock', 'Prog Rock']",https://api.discogs.com/masters/67319,"['LP', 'Album']",https://rateyourmusic.com/release/album/procol-harum/home/lists/3/,3.62,789
11,11022373,47534,,"[('The Crusaders', 'https://api.discogs.com/artists/60450')]",Free As The Wind,"[('BT-6029', 'ABC Blue Thumb', 'https://api.discogs.com/labels/1058471')]",['Jazz-Funk'],https://api.discogs.com/masters/47534,"['LP', 'Album']",https://rateyourmusic.com/release/album/the_crusaders/free_as_the_wind/,3.52,122
12,512366,16984,,"[('Steely Dan', 'https://api.discogs.com/artists/160906')]",Pretzel Logic,"[('ABCD-808', 'ABC Records', 'https://api.discogs.com/labels/12220')]","['Jazz-Rock', 'Pop Rock', 'Classic Rock']",https://api.discogs.com/masters/16984,"['LP', 'Album']",https://rateyourmusic.com/release/album/steely-dan/pretzel-logic-1/,3.80,4808
13,9156294,294731,,"[('The Impressions', 'https://api.discogs.com/artists/227036')]",We're A Winner,"[('ABCS-635', 'ABC Records', 'https://api.discogs.com/labels/12220')]","['Soul', 'Funk']",https://api.discogs.com/masters/294731,"['LP', 'Album', 'Repress', 'Stereo']",https://rateyourmusic.com/release/album/the-impressions/were-a-winner-2/,3.38,57
14,6052365,119105,,"[('Jim Croce', 'https://api.discogs.com/artists/291337')]",You Don't Mess Around With Jim,"[('ABCX 756', 'ABC Records', 'https://api.discogs.com/labels/12220')]",['Folk Rock'],https://api.discogs.com/masters/119105,"['LP', 'Album', 'Repress']",https://rateyourmusic.com/release/album/jim-croce/you-dont-mess-around-with-jim-4/,3.79,930
15,6363238,16898,,"[('Steely Dan', 'https://api.discogs.com/artists/160906')]",Countdown To Ecstasy,"[('ABCX-779', 'ABC Records', 'https://api.discogs.com/labels/12220')]",['Pop Rock'],https://api.discogs.com/masters/16898,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/steely-dan/countdown-to-ecstasy/reviews/5/,3.83,4256
16,4345256,156023,,"[('Jim Croce', 'https://api.discogs.com/artists/291337')]",Life And Times,"[('ABCD-769', 'ABC Records', 'https://api.discogs.com/labels/12220'), ('ABCX-769', 'ABC Records', 'https://api.discogs.com/labels/12220')]","['Folk Rock', 'Pop Rock']",https://api.discogs.com/masters/156023,"['LP', 'Album']",https://rateyourmusic.com/release/album/jim-croce/life-and-times/,3.67,382
17,14310318,119106,,"[('Jim Croce', 'https://api.discogs.com/artists/291337')]",I Got A Name,"[('ABCD-797', 'ABC Records', 'https://api.discogs.com/labels/12220'), ('ABCX-797', 'ABC Records', 'https://api.discogs.com/labels/12220')]","['Folk Rock', 'Country Rock']",https://api.discogs.com/masters/119106,"['LP', 'Album']",https://rateyourmusic.com/release/album/jim-croce/i-got-a-name/,3.73,455
18,426909,141585,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",I Can't Stop Loving You / Born To Lose,"[('45-10330', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]",['Soul'],https://api.discogs.com/masters/141585,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/ray-charles/i-cant-stop-loving-you-born-to-lose-1/reviews/2/,3.54,196
19,1905023,278388,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",Modern Sounds In Country And Western Music Volume Two,"[('ABC 435', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]","['Rhythm & Blues', 'Soul', 'Ballad', 'Country']",https://api.discogs.com/masters/278388,"['LP', 'Mono']",https://rateyourmusic.com/release/album/ray-charles/modern-sounds-in-country-and-western-music-volume-two/,3.52,242
20,2900956,141582,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",The Genius Hits The Road,"[('ABCS- 335', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]",['Rhythm & Blues'],https://api.discogs.com/masters/141582,"['LP', 'Album', 'Repress', 'Stereo']",https://rateyourmusic.com/release/album/ray-charles/the-genius-hits-the-road-2/,3.50,183
21,8178950,209414,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",Ray Charles Live In Concert,"[('ABCS-500', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]","['Rhythm & Blues', 'Soul']",https://api.discogs.com/masters/209414,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/ray-charles/ray-charles-live-in-concert/,3.91,61
22,3987493,287349,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",Ingredients In A Recipe For Soul,"[('ABCS-465', 'ABC-Paramount', 'https://api.discogs.com/labels/75648'), ('ABCS 465', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]","['Rhythm & Blues', 'Soul']",https://api.discogs.com/masters/287349,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/ray-charles/ingredients-in-a-recipe-for-soul-1/,3.58,116
23,3420123,419168,,"[('Ray Charles', 'https://api.discogs.com/artists/30552'), ('The Jack Halloran Singers', 'https://api.discogs.com/artists/485678'), ('Raelets', 'https://api.discogs.com/artists/393089')]",Country And Western Meets Rhythm And Blues,"[('ABCS-520', 'ABC-Paramount', 'https://api.discogs.com/labels/75648'), ('ABCS 520', 'ABC-Paramount', 'https://api.discogs.com/labels/75648')]","['Country', 'Rhythm & Blues']",https://api.discogs.com/masters/419168,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/ray-charles/country-and-western-meets-rhythm-and-blues/,3.51,25
24,5905952,132721,,"[('Four Tops', 'https://api.discogs.com/artists/86093')]",Meeting Of The Minds,"[('DSD-50166', 'ABC/Dunhill Records', 'https://api.discogs.com/labels/135998')]",['Soul'],https://api.discogs.com/masters/132721,"['LP', 'Album']",https://rateyourmusic.com/release/album/four-tops/meeting-of-the-minds-1/,3.54,56
25,583705,113015,,"[('Four Tops', 'https://api.discogs.com/artists/86093')]",Live & In Concert,"[('DSD-50188', 'ABC/Dunhill Records', 'https://api.discogs.com/labels/135998')]",['Soul'],https://api.discogs.com/masters/113015,"['LP', 'Album']",https://rateyourmusic.com/release/album/four_tops/live_and_in_concert_f3/,3.30,5
26,11578988,133164,,"[('Steppenwolf', 'https://api.discogs.com/artists/98528')]",Gold (Their Great Hits),"[('DSX-50099', 'ABC/Dunhill Records', 'https://api.discogs.com/labels/135998')]","['Hard Rock', 'Classic Rock']",https://api.discogs.com/masters/133164,"['LP', 'Album', 'Compilation', 'Repress', 'Stereo']",,,
27,584890,36419,,"[('Four Tops', 'https://api.discogs.com/artists/86093')]",Main Street People,"[('DSX-50144', 'ABC/Dunhill Records', 'https://api.discogs.com/labels/135998')]",['Soul'],https://api.discogs.com/masters/36419,"['LP', 'Album']",https://rateyourmusic.com/release/album/four-tops/main-street-people/,3.61,84
28,12706024,101391,,"[('The Kinks', 'https://api.discogs.com/artists/94078')]",The Kinks Are The Village Green Preservation Society,"[('BMGAA09USLP', 'ABKCO', 'https://api.discogs.com/labels/34613')]",['Classic Rock'],https://api.discogs.com/masters/101391,"['LP', 'Album', 'Reissue', 'Remastered', 'Stereo']",https://rateyourmusic.com/release/album/the-kinks/the-kinks-are-the-village-green-preservation-society/,4.08,11388
29,4625397,52967,,"[('The Rolling Stones', 'https://api.discogs.com/artists/20991')]",Let It Bleed,"[('0018771900412', 'ABKCO', 'https://api.discogs.com/labels/34613'), ('18771-9004-1', 'ABKCO', 'https://api.discogs.com/labels/34613')]","['Blues Rock', 'Rock & Roll']",https://api.discogs.com/masters/52967,"['LP', 'Album', 'Reissue', 'Remastered']",https://rateyourmusic.com/release/album/the-rolling-stones/let-it-bleed/reviews/2/,4.00,14199
30,13411234,17217,,"[('The Beach Boys', 'https://api.discogs.com/artists/70829')]",Pet Sounds,"[('APP 067M', 'Analogue Productions', 'https://api.discogs.com/labels/57179'), ('B0019908-01', 'Universal Music Special Markets', 'https://api.discogs.com/labels/56128'), ('T 2458', 'Capitol Records', 'https://api.discogs.com/labels/654')]","['Pop Rock', 'Psychedelic Rock']",https://api.discogs.com/masters/17217,"['LP', 'Album', 'Reissue', 'Remastered', 'Repress', 'Mono']",https://rateyourmusic.com/release/album/the-beach-boys/pet-sounds-3/,4.19,32043
31,7577087,0,,"[('Johnny April (2)', 'https://api.discogs.com/artists/4653627')]",If You Are Not Plucked You Die,"[('Apollo 485', 'Apollo Records (2)', 'https://api.discogs.com/labels/71694')]",['Vocal'],,"['LP', 'Album', 'Mono']",,,
32,4042258,24047,,"[('The Beatles', 'https://api.discogs.com/artists/82730')]",Abbey Road,"[('PCS 7088', 'Apple Records', 'https://api.discogs.com/labels/25693'), ('094638246817', 'Apple Records', 'https://api.discogs.com/labels/25693')]",['Pop Rock'],https://api.discogs.com/masters/24047,"['LP', 'Album', 'Reissue', 'Remastered', 'Stereo']",https://rateyourmusic.com/release/album/the-beatles/abbey-road/,4.26,39124
33,6074863,45284,,"[('The Beatles', 'https://api.discogs.com/artists/82730')]",Revolver,"[('0602537825769', 'Apple Records', 'https://api.discogs.com/labels/25693'), ('0602537825769', 'Universal Music Catalogue', 'https://api.discogs.com/labels/97701'), ('PMC 7009', 'Parlophone', 'https://api.discogs.com/labels/2294'), ('5099963380415', 'Parlophone', 'https://api.discogs.com/labels/2294')]","['Psychedelic Rock', 'Pop Rock']",https://api.discogs.com/masters/45284,"['LP', 'Album', 'Reissue', 'Remastered', 'Mono']",https://rateyourmusic.com/release/album/the-beatles/revolver-5/,4.24,38758
34,2094736,530494,,"[('Barbara Mason', 'https://api.discogs.com/artists/48720')]",Is It Me? / Don't Ever Want To Lose Your Love,"[('116', 'ARCTIC', 'https://api.discogs.com/labels/84482')]",['Soul'],https://api.discogs.com/masters/530494,"['7""', 'Single']",https://rateyourmusic.com/release/single/barbara-mason/is-it-me-dont-ever-want-to-lose-your-love/,3.52,3
35,3841424,120765,,"[('Art Farmer', 'https://api.discogs.com/artists/179055'), ('Benny Golson', 'https://api.discogs.com/artists/185752')]",Meet The Jazztet,"[('LP 664', 'Argo (6)', 'https://api.discogs.com/labels/1365351')]",['Hard Bop'],https://api.discogs.com/masters/120765,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/the-jazztet-art-farmer-benny-golson/meet-the-jazztet/,3.70,134
36,8880893,59857,,"[('Ahmad Jamal Trio', 'https://api.discogs.com/artists/276214')]",Ahmad Jamal At The Pershing,"[('LP-628', 'Argo (6)', 'https://api.discogs.com/labels/1365351'), ('LP 628', 'Argo (6)', 'https://api.discogs.com/labels/1365351'), ('LP628', 'Argo (6)', 'https://api.discogs.com/labels/1365351')]","['Bop', 'Cool Jazz']",https://api.discogs.com/masters/59857,"['LP', 'Album', 'Reissue', 'Mono']",,,
37,3850552,477691,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Bobby Darin,"[('33-102', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Rock & Roll', 'Vocal']",https://api.discogs.com/masters/477691,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin/bobby-darin/,3.23,51
38,11669815,184302,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",That's All,"[('33-104', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Big Band', 'Easy Listening']",https://api.discogs.com/masters/184302,"['LP', 'Album']",https://rateyourmusic.com/release/album/bobby-darin/thats-all/,3.38,170
39,3687846,330923,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",This Is Darin,"[('33-115', 'Atco Records', 'https://api.discogs.com/labels/3820')]",['Vocal'],https://api.discogs.com/masters/330923,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin/this-is-darin/,3.12,43
40,2771049,347785,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822'), ('Johnny Mercer', 'https://api.discogs.com/artists/164574'), ('Billy May And His Orchestra', 'https://api.discogs.com/artists/323989')]",Two Of A Kind,"[('33-126', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Big Band', 'Vocal']",https://api.discogs.com/masters/347785,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin-johnny-mercer/two-of-a-kind/,3.37,33
41,10474416,396685,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Love Swings,"[('33-134', 'Atco Records', 'https://api.discogs.com/labels/3820')]","['Big Band', 'Vocal']",https://api.discogs.com/masters/396685,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin/love-swings/,3.27,28
42,6503473,513923,,"[('The Coasters', 'https://api.discogs.com/artists/136172')]",Coast Along With The Coasters,"[('33-135', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Rhythm & Blues', 'Soul', 'Vocal']",https://api.discogs.com/masters/513923,"['LP', 'Album', 'Compilation', 'Mono']",,,
43,9062172,548157,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Twist With Bobby Darin,"[('33-138', 'Atco Records', 'https://api.discogs.com/labels/3820')]","['Rock & Roll', 'Twist']",https://api.discogs.com/masters/548157,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin/twist-with-bobby-darin/,2.94,16
44,3848789,477690,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Sings Ray Charles,"[('33-140', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Vocal', 'Rhythm & Blues', 'Soul']",https://api.discogs.com/masters/477690,"['LP', 'Album', 'Mono']",,,
45,2173793,983059,,"[('The Coasters', 'https://api.discogs.com/artists/136172')]",Idol With The Golden Head / (When She Wants Good Lovin') My Baby Comes To Me,"[('45-6098', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Rhythm & Blues'],https://api.discogs.com/masters/983059,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/the-coasters/idol-with-the-golden-head-when-she-wants-good-lovin-my-baby-comes-to-me/,3.22,20
46,1549821,173233,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Queen Of The Hop / Lost Love,"[('45-6127', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Rock & Roll'],https://api.discogs.com/masters/173233,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/bobby-darin/queen-of-the-hop-lost-love/,3.10,56
47,11123202,419967,,"[('The Coasters', 'https://api.discogs.com/artists/136172')]",Along Came Jones / That Is Rock & Roll,"[('45-6141', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Rock & Roll', 'Doo Wop']",https://api.discogs.com/masters/419967,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/the_coasters/along_came_jones___that_is_rock_and_roll/,3.64,82
48,14675210,271320,,"[('The Coasters', 'https://api.discogs.com/artists/136172')]",Poison Ivy / I'm A Hog For You,"[('45-6146', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Rhythm & Blues', 'Rock & Roll']",https://api.discogs.com/masters/271320,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/the_coasters/poison_ivy___im_a_hog_for_you/,3.77,201
49,1158541,253016,,"[('R.B. Greaves', 'https://api.discogs.com/artists/391169')]",Take A Letter Maria,"[('45-6714', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Soul', 'Vocal']",https://api.discogs.com/masters/253016,"['7""', '45 RPM', 'Single']",,,
50,3002085,35720,,"[('Cream (2)', 'https://api.discogs.com/artists/229621')]",White Room,"[('6617', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Classic Rock'],https://api.discogs.com/masters/35720,"['7""', 'Single', '45 RPM']",https://rateyourmusic.com/release/single/cream/white-room/,4.12,8
51,10643993,363320,,"[('The Coasters', 'https://api.discogs.com/artists/136172')]",The Coasters' Greatest Hits,"[('SD 33-111', 'Atco Records', 'https://api.discogs.com/labels/3820')]","['Rhythm & Blues', 'Novelty', 'Rock & Roll']",https://api.discogs.com/masters/363320,"['LP', 'Compilation', 'Reissue', 'Stereo']",https://rateyourmusic.com/release/comp/the-coasters/the-coasters-greatest-hits/,3.90,62
52,2229696,326705,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Darin At The Copa,"[('SD 33-122', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",[],https://api.discogs.com/masters/326705,"['LP', 'Album', 'Stereo']",https://rateyourmusic.com/release/album/bobby-darin/darin-at-the-copa/,3.22,31
53,8341155,219542,,"[('R.B. Greaves', 'https://api.discogs.com/artists/391169')]",R.B. Greaves,"[('SD 33-311', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Soul'],https://api.discogs.com/masters/219542,"['LP', 'Album']",https://rateyourmusic.com/release/album/r_b__greaves/r_b__greaves/,3.30,32
54,6535560,54731,,"[('Focus (2)', 'https://api.discogs.com/artists/31208')]",Hamburger Concerto,"[('SD 36-100', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Prog Rock'],https://api.discogs.com/masters/54731,"['LP', 'Album']",https://rateyourmusic.com/release/album/focus/hamburger-concerto/,3.77,1259
55,3464828,187560,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Nature Boy / Look For My True Love,"[('45-6196', 'ATCO Records', 'https://api.discogs.com/labels/3820'), ('6196', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Ballad'],https://api.discogs.com/masters/187560,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/bobby-darin/nature-boy-look-for-my-true-love/,2.98,22
56,1337007,184355,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",You Must Have Been A Beautiful Baby / Sorrow Tomorrow,"[('6206', 'ATCO Records', 'https://api.discogs.com/labels/3820'), ('45-6206', 'ATCO Records', 'https://api.discogs.com/labels/3820')]",['Rock & Roll'],https://api.discogs.com/masters/184355,"['7""', 'Single', '45 RPM']",https://rateyourmusic.com/release/single/bobby-darin/you-must-have-been-a-beautiful-baby-sorrow-tomorrow/,2.66,40
57,1769822,119696,,"[('Donny Hathaway', 'https://api.discogs.com/artists/9746')]",Live,"[('SD 33-386', 'ATCO Records', 'https://api.discogs.com/labels/3820'), ('SMAS-94360', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Soul', 'Funk', 'Vocal']",https://api.discogs.com/masters/119696,"['LP', 'Stereo']",https://rateyourmusic.com/release/album/donny-hathaway/live/,4.05,898
58,3967516,483446,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",For Teenagers Only,"[('SP-1001', 'ATCO Records', 'https://api.discogs.com/labels/3820'), ('SP1001', 'ATCO Records', 'https://api.discogs.com/labels/3820')]","['Rock & Roll', 'Vocal']",https://api.discogs.com/masters/483446,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/bobby-darin/for-teenagers-only/,2.89,20
59,1887933,190171,,"[('Percy Sledge', 'https://api.discogs.com/artists/254126')]",When A Man Loves A Woman,"[('11426', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/190171,"['7""', '45 RPM', 'Single', 'Reissue']",,,
60,4271477,446694,,"[('Ray Charles', 'https://api.discogs.com/artists/30552')]",The Great Ray Charles,"[('1259', 'Atlantic', 'https://api.discogs.com/labels/681')]","['Soul', 'Rhythm & Blues']",https://api.discogs.com/masters/446694,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/ray-charles/the-great-ray-charles/,3.42,194
61,8026499,123049,,"[('Aretha Franklin', 'https://api.discogs.com/artists/38863')]",See Saw / My Song,"[('2574', 'Atlantic', 'https://api.discogs.com/labels/681')]","['Rhythm & Blues', 'Soul']",https://api.discogs.com/masters/123049,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/aretha-franklin/see-saw-my-song/,3.63,79
62,6104607,264868,,"[('Wilson Pickett', 'https://api.discogs.com/artists/83396')]","634-5789 (Soulsville, U.S.A.)","[('45-2320', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/264868,"['7""', '45 RPM', 'Single']",,,
63,1680017,163386,,"[('Wilson Pickett', 'https://api.discogs.com/artists/83396')]",Soul Dance Number Three,"[('45-2412', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/163386,"['7""', '45 RPM']",,,
64,4031498,163215,,"[('Wilson Pickett', 'https://api.discogs.com/artists/83396')]",Funky Broadway / I'm Sorry About That,"[('45-2430', 'Atlantic', 'https://api.discogs.com/labels/681')]","['Rhythm & Blues', 'Soul']",https://api.discogs.com/masters/163215,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/wilson-pickett/funky-broadway-im-sorry-about-that/,3.46,80
65,14144516,259110,,"[('Eddie Harris', 'https://api.discogs.com/artists/41249')]",Listen Here / Theme In Search Of A Movie,"[('45-2487', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Jazz-Funk'],https://api.discogs.com/masters/259110,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/eddie-harris/listen-here-theme-in-search-of-a-movie/,3.73,11
66,1209012,167637,,"[('Spinners', 'https://api.discogs.com/artists/82735')]",I'll Be Around / How Could I Let You Get Away,"[('45-2904', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/167637,"['7""', '45 RPM']",https://rateyourmusic.com/release/single/the-spinners/ill-be-around-how-could-i-let-you-get-away/,3.95,329
67,1208220,82437,,"[('Roberta Flack', 'https://api.discogs.com/artists/63771')]",Killing Me Softly With His Song,"[('45-2940', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/82437,"['7""', '45 RPM', 'Single', 'Stereo']",https://rateyourmusic.com/release/single/roberta-flack/killing-me-softly-with-his-song.p/,3.50,1
68,4520214,82438,,"[('Roberta Flack', 'https://api.discogs.com/artists/63771')]",Feel Like Makin' Love / When You Smile,"[('45-3025', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/82438,"['7""', 'Single', '45 RPM']",https://rateyourmusic.com/release/single/roberta-flack/feel-like-makin-love-when-you-smile-1/reviews/1/,3.51,108
69,2821257,372986,,"[('Shel Silverstein', 'https://api.discogs.com/artists/679432')]",Inside Folk Songs,"[('8072', 'Atlantic', 'https://api.discogs.com/labels/681')]","['Folk', 'Comedy']",https://api.discogs.com/masters/372986,"['LP', 'Album', 'Mono']",https://rateyourmusic.com/release/album/shel-silverstein/inside-folk-songs/,3.59,48
70,14258864,440024,,"[('Ahmad Jamal', 'https://api.discogs.com/artists/164253')]",Live At The Montreal Jazz Festival 1985,"[('81699-1', 'Atlantic', 'https://api.discogs.com/labels/681')]",[],https://api.discogs.com/masters/440024,"['LP', 'Album']",https://rateyourmusic.com/release/album/ahmad_jamal/live_at_the_montreal_jazz_festival/,3.80,23
71,2905896,629427,,"[('Barbara Lewis', 'https://api.discogs.com/artists/390592')]","Baby, I'm Yours / Make Me Your Baby","[('OS 13020', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Soul'],https://api.discogs.com/masters/629427,"['7""', '45 RPM', 'Single']",https://rateyourmusic.com/release/single/barbara-lewis/baby-im-yours-make-me-your-baby/,3.74,5
72,1910597,347786,,"[('Bobby Darin', 'https://api.discogs.com/artists/48822')]",Mack The Knife / Beyond The Sea,"[('OS 13056', 'Atlantic', 'https://api.discogs.com/labels/681')]",['Vocal'],https://api.discogs.com/masters/347786,"['7""', '45 RPM', 'Single', 'Reissue']",https://rateyourmusic.com/release/single/bobby-darin/mack-the-knife-beyond-the-sea/,3.60,8
73,6265576,4300,,"[('Led Zeppelin', 'https://api.discogs.com/artists/34278')]",Led Zeppelin IV,"[('R1-535340', 'Atlantic', 'https://api.discogs.com/labels/681')]","['Hard Rock', 'Blues Rock']",https://api.discogs.com/masters/4300,"['LP', 'Album', 'Reissue', 'Remastered']",https://rateyourmusic.com/release/album/led-zeppelin/led-zeppelin-iv-3/,4.12,31915
